,ground_nof,bstory_cnt,bottom_area,season_se_nm,fire_ocrn_hour,daywk,sigungu_nm,spt_safe_cnter_dist,fclty_place_lclas_nm,fio_join_trgt_yn,frmng_trgt_yn,mub_yn,emrg_crg_oper_yn,time_unit_tmprt,time_unit_ws,time_unit_humidity,time_unit_rainqty,time_unit_msnf,totar
255,3.0,1.0,73.95,겨울,19.0,화요일,은평구,3.4,주거,N,N,N,N,-3.6,2.8,38.0,0.0,0.0,295.8
256,2.0,1.0,61.44,겨울,20.0,화요일,성북구,2.1,주거,N,N,N,N,-4.0,3.0,49.0,0.0,0.0,254.37
257,2.0,1.0,70.44,겨울,22.0,화요일,은평구,1.0,주거,N,N,N,N,-5.2,1.4,55.0,0.0,0.0,211.32
258,5.0,0.0,170.88,겨울,1.0,수요일,양천구,1.5,주거,N,N,N,N,-6.0,1.3,55.0,0.0,0.0,538.2
259,2.0,1.0,104.52,겨울,9.0,수요일,성북구,2.1,주거,N,N,N,N,-4.8,2.0,59.0,0.0,0.0,313.56
261,5.0,1.0,98.0,겨울,13.0,수요일,송파구,2.0,생활서비스,N,N,N,N,-3.4,1.7,83.0,0.0,3.4,563.0
263,2.0,1.0,125.52,겨울,16.0,수요일,강서구,1.0,판매/업무시설,N,N,N,N,-2.7,1.8,83.0,0.0,3.4,436.76
264,16.0,5.0,9792.0,겨울,17.0,수요일,송파구,2.0,판매/업무시설,N,Y,N,N,-3.1,3.1,82.0,0.0,3.1,172747.0
265,3.0,1.0,72.85,겨울,18.0,수요일,도봉구,1.0,산업시설,N,N,N,N,-3.5,3.4,77.0,0.0,3.0,221.58
266,3.0,1.0,2431.43,겨울,18.0,수요일,영등포구,1.0,생활서비스,N,N,N,N,-3.5,3.4,77.0,0.0,3.0,9725.9
267,4.0,0.0,366.43,겨울,18.0,수요일,용산구,2.0,생활서비스,N,N,N,N,-3.5,3.4,77.0,0.0,3.0,1026.36
268,25.0,2.0,402.26,겨울,19.0,수요일,강남구,1.7,주거,N,Y,N,N,-4.9,3.2,70.0,0.0,3.0,12969.86
269,6.0,0.0,166.04,겨울,19.0,수요일,도봉구,2.9,주거,N,Y,N,N,-4.9,3.2,70.0,0.0,3.0,589.07
270,3.0,1.0,93.0,겨울,20.0,수요일,강동구,1.5,주거,N,N,N,N,-5.7,3.4,69.0,0.0,2.8,366.0
272,4.0,0.0,161.38,겨울,22.0,수요일,강남구,1.5,주거,N,N,N,N,-7.0,2.2,75.0,0.0,2.6,541.28
273,10.0,1.0,2709.25,겨울,23.0,수요일,구로구,2.9,주거,N,N,N,N,-7.3,2.6,77.0,0.0,2.5,30281.43
274,13.0,5.0,1869.91,겨울,7.0,목요일,성동구,2.5,판매/업무시설,N,N,N,N,-9.8,1.9,83.0,0.0,2.1,17929.45
275,11.0,5.0,621.34,겨울,8.0,목요일,영등포구,2.1,판매/업무시설,N,Y,N,N,-9.3,2.4,81.0,0.0,2.0,37206.61
276,1.0,0.0,25.0,겨울,9.0,목요일,성동구,2.0,기타서비스,N,N,N,N,-8.5,1.8,81.0,0.0,2.0,25.0
277,2.0,1.0,194.71,겨울,9.0,목요일,금천구,1.2,생활서비스,N,N,N,N,-8.5,1.8,81.0,0.0,2.0,458.18
278,7.0,1.0,100.0,겨울,10.0,목요일,서대문구,1.8,주거,N,Y,N,N,-6.0,1.1,73.0,0.0,1.9,2508.64
280,3.0,1.0,171.45,겨울,11.0,목요일,서초구,2.3,생활서비스,N,Y,N,N,-3.3,2.3,61.0,0.0,1.8,765.54
281,3.0,1.0,363.42,겨울,12.0,목요일,강서구,1.2,운수자동차시설,N,N,N,N,-1.6,2.2,53.0,0.0,1.4,992.74
283,14.0,2.0,6479.84,겨울,13.0,목요일,금천구,1.7,판매/업무시설,N,N,N,N,0.1,1.1,47.0,0.0,0.9,77198.18
285,13.0,2.0,358.2,겨울,19.0,목요일,강서구,2.2,판매/업무시설,N,Y,N,N,-2.2,3.6,53.0,0.0,0.0,3652.02
286,30.0,1.0,435.77,겨울,20.0,목요일,은평구,1.1,주거,N,Y,N,N,-2.8,2.3,53.0,0.0,0.0,126329.1
289,17.0,6.0,1348.95,겨울,21.0,목요일,서대문구,1.8,판매/업무시설,N,Y,N,N,-3.7,0.7,51.0,0.0,0.0,32948.24
290,2.0,1.0,72.0,겨울,0.0,금요일,강동구,1.3,주거,N,N,N,N,-5.5,1.0,65.0,0.0,0.0,216.0
291,22.0,4.0,810.05,겨울,2.0,금요일,강남구,1.1,주거,N,Y,N,N,-6.4,1.5,66.0,0.0,0.0,14095.16
292,7.0,1.0,310.35,겨울,4.0,금요일,서대문구,0.6,주거,N,Y,N,N,-7.2,1.6,70.0,0.0,0.0,2367.89
293,15.0,5.0,588.0,겨울,4.0,금요일,용산구,0.7,판매/업무시설,N,Y,N,N,-7.2,1.6,70.0,0.0,0.0,11962.0
294,1.0,0.0,179.5,겨울,4.0,금요일,서초구,1.3,생활서비스,N,N,N,N,-7.2,1.6,70.0,0.0,0.0,190.3
296,3.0,1.0,90.25,겨울,11.0,금요일,구로구,0.8,생활서비스,N,N,N,N,-1.4,2.7,55.0,0.0,0.0,264.54
298,5.0,2.0,965.26,겨울,14.0,금요일,성동구,1.5,판매/업무시설,N,N,N,N,3.4,1.6,36.0,0.0,0.0,7982.63
299,5.0,0.0,180.84,겨울,15.0,금요일,은평구,1.8,주거,N,N,N,N,4.1,1.4,32.0,0.0,0.0,472.49
300,4.0,1.0,79.72,겨울,17.0,금요일,서초구,2.7,교육시설,N,N,N,N,3.5,1.9,31.0,0.0,0.0,396.72
301,4.0,1.0,183.78,겨울,20.0,금요일,서대문구,1.6,생활서비스,N,N,N,N,-0.8,1.7,49.0,0.0,0.0,439.23
302,15.0,1.0,746.28,겨울,21.0,금요일,마포구,1.4,주거,N,Y,N,N,-1.8,0.7,51.0,0.0,0.0,11250.38
303,9.0,1.0,97.98,겨울,21.0,금요일,중구,0.5,판매/업무시설,N,N,N,N,-1.8,0.7,51.0,0.0,0.0,687.08
304,2.0,1.0,323.0,겨울,2.0,토요일,성북구,1.5,판매/업무시설,N,N,N,N,-3.7,1.8,64.0,0.0,0.0,970.0
305,2.0,1.0,784.68,겨울,6.0,토요일,동작구,3.0,판매/업무시설,N,N,N,N,-4.6,2.5,68.0,0.0,0.0,861.68
306,3.0,1.0,119.01,겨울,7.0,토요일,용산구,1.3,생활서비스,N,N,N,N,-4.7,2.1,68.0,0.0,0.0,547.77
307,2.0,1.0,98.28,겨울,7.0,토요일,성북구,2.5,생활서비스,Y,N,N,N,-4.7,2.1,68.0,0.0,0.0,188.73
308,11.0,1.0,511.0,겨울,11.0,토요일,영등포구,2.6,판매/업무시설,N,Y,N,N,0.0,1.4,53.0,0.0,0.0,2289.22
309,2.0,1.0,324.39,겨울,11.0,토요일,노원구,1.9,판매/업무시설,N,N,N,N,0.0,1.4,53.0,0.0,0.0,649.18
310,6.0,1.0,713.18,겨울,11.0,토요일,관악구,1.7,교육시설,N,Y,N,N,0.0,1.4,53.0,0.0,0.0,3921.06
311,20.0,3.0,927.0,겨울,14.0,토요일,강동구,0.5,주거,N,N,N,N,5.0,2.3,39.0,0.0,0.0,12753.0
313,3.0,2.0,62.64,겨울,21.0,토요일,중구,1.5,산업시설,N,N,N,N,1.2,1.9,45.0,0.0,0.0,292.48
314,4.0,1.0,67.0,겨울,22.0,토요일,서대문구,2.8,주거,N,N,N,N,0.7,1.5,47.0,0.0,0.0,335.0
315,3.0,1.0,83.0,겨울,22.0,토요일,용산구,0.9,주거,N,N,N,N,0.7,1.5,47.0,0.0,0.0,329.0
316,3.0,1.0,126.5,겨울,22.0,토요일,동작구,2.2,주거,N,N,N,N,0.7,1.5,47.0,0.0,0.0,329.17
317,10.0,1.0,245.9,겨울,23.0,토요일,서대문구,1.5,판매/업무시설,N,Y,N,N,0.2,1.4,51.0,0.0,0.0,1596.86
318,5.0,1.0,208.86,겨울,23.0,토요일,종로구,0.6,주거,N,Y,N,N,0.2,1.4,51.0,0.0,0.0,1155.74
319,4.0,1.0,131.28,겨울,1.0,일요일,강동구,1.5,판매/업무시설,N,N,Y,N,0.8,0.6,50.0,0.0,0.0,679.74
320,2.0,1.0,76.23,겨울,2.0,일요일,강북구,0.7,주거,N,N,N,N,0.6,0.9,49.0,0.0,0.0,130.41
321,5.0,0.0,130.46,겨울,6.0,일요일,도봉구,1.4,주거,N,N,N,N,-0.5,1.1,52.0,0.0,0.0,444.91
322,4.0,1.0,52.42,겨울,9.0,일요일,강서구,1.6,주거,N,N,N,N,0.3,1.6,54.0,0.0,0.0,541.93
323,3.0,0.0,0.0,겨울,12.0,일요일,마포구,1.4,생활서비스,N,N,N,N,2.9,2.9,47.0,0.0,0.0,0.0
324,6.0,2.0,297.35,겨울,14.0,일요일,성동구,1.2,산업시설,N,Y,N,N,6.2,2.2,47.0,0.0,0.0,2282.8
325,6.0,2.0,370.09,겨울,15.0,일요일,강남구,2.4,판매/업무시설,N,Y,N,N,6.1,2.0,46.0,0.0,0.0,2794.09
326,10.0,1.0,91.53,겨울,16.0,일요일,관악구,2.6,주거,N,Y,Y,N,6.1,2.2,46.0,0.0,0.0,868.82
327,30.0,7.0,2997.47,겨울,16.0,일요일,용산구,0.9,판매/업무시설,N,N,N,N,6.1,2.2,46.0,0.0,0.0,91298.87
328,4.0,1.0,233.06,겨울,23.0,일요일,광진구,1.6,생활서비스,N,N,N,N,1.1,2.7,63.0,0.0,0.0,1080.98
331,2.0,1.0,44.0,겨울,7.0,월요일,종로구,1.3,주거,N,N,N,N,1.9,4.3,69.0,0.0,0.0,356.23
332,4.0,1.0,142.83,겨울,9.0,월요일,중구,1.2,산업시설,N,N,N,N,2.7,4.4,65.0,0.0,0.0,782.49
333,12.0,1.0,886.81,겨울,9.0,월요일,강남구,1.5,주거,N,Y,N,N,2.7,4.4,65.0,0.0,0.0,10856.42
334,4.0,0.0,512.0,겨울,11.0,월요일,용산구,0.8,생활서비스,N,Y,Y,N,6.4,4.6,50.0,0.0,0.0,2833.0
335,1.0,0.0,33.0,겨울,14.0,월요일,광진구,1.7,판매/업무시설,N,Y,N,N,8.2,3.1,44.0,0.0,0.0,2174.3
336,6.0,2.0,412.76,겨울,15.0,월요일,서초구,3.6,기타서비스,N,Y,N,N,7.8,4.4,45.0,0.0,0.0,2566.78
337,4.0,1.0,148.06,겨울,18.0,월요일,용산구,0.1,판매/업무시설,N,N,N,N,6.2,2.2,47.0,0.0,0.0,672.92
338,4.0,1.0,342.32,겨울,18.0,월요일,구로구,0.7,생활서비스,N,N,N,N,6.2,2.2,47.0,0.0,0.0,1774.21
339,3.0,1.0,151.04,겨울,18.0,월요일,강서구,0.8,판매/업무시설,N,N,N,N,6.2,2.2,47.0,0.0,0.0,616.96
340,2.0,1.0,74.28,겨울,20.0,월요일,관악구,6.0,주거,N,N,N,N,5.2,3.7,51.0,0.0,0.0,224.82
342,3.0,1.0,71.85,겨울,3.0,화요일,성동구,2.5,주거,N,N,N,N,4.1,2.0,55.0,0.0,0.0,299.79
344,4.0,1.0,203.0,겨울,8.0,화요일,금천구,1.2,판매/업무시설,N,Y,N,N,2.0,3.0,86.0,0.0,0.0,1071.0
346,2.0,1.0,105.49,겨울,9.0,화요일,도봉구,1.0,생활서비스,N,N,N,N,1.9,2.0,91.0,0.2,0.0,204.58
347,2.0,1.0,48.48,겨울,12.0,화요일,관악구,2.4,주거,N,N,N,N,2.3,2.4,93.0,0.2,0.0,145.44
349,7.0,1.0,361.21,겨울,13.0,화요일,중랑구,1.5,산업시설,N,Y,N,N,2.5,2.6,93.0,0.0,0.0,2419.8
350,2.0,2.0,65.7,겨울,20.0,화요일,금천구,1.7,주거,N,N,N,N,3.2,2.4,77.0,0.0,0.0,238.5
352,5.0,1.0,269.85,겨울,23.0,화요일,용산구,1.3,생활서비스,N,Y,N,N,2.3,1.4,80.0,0.0,0.0,1360.94
353,4.0,1.0,103.5,겨울,3.0,수요일,도봉구,2.0,주거,N,N,N,N,-0.2,2.4,87.0,0.0,0.0,481.02
355,8.0,4.0,4626.52,겨울,6.0,수요일,노원구,1.5,집합시설,N,Y,N,N,-1.3,1.6,90.0,0.0,0.0,59789.44
356,3.0,1.0,213.0,겨울,6.0,수요일,노원구,2.0,운수자동차시설,N,N,N,N,-1.3,1.6,90.0,0.0,0.0,852.0
357,1.0,0.0,223.25,겨울,7.0,수요일,노원구,2.0,판매/업무시설,N,N,N,N,-1.8,1.7,91.0,0.0,0.0,223.25
358,6.0,1.0,165.82,겨울,9.0,수요일,영등포구,1.7,산업시설,N,Y,N,N,-1.2,1.5,90.0,0.0,0.0,902.29
359,20.0,4.0,210.0,겨울,10.0,수요일,중구,1.3,주거,N,N,N,N,0.7,1.0,83.0,0.0,0.0,5839.6
360,4.0,0.0,158.26,겨울,11.0,수요일,서초구,0.9,주거,N,N,N,N,2.2,2.5,62.0,0.0,0.0,550.36
361,4.0,1.0,93.14,겨울,11.0,수요일,강남구,0.5,생활서비스,N,N,N,N,2.2,2.5,62.0,0.0,0.0,465.7
362,3.0,1.0,144.88,겨울,12.0,수요일,성북구,3.0,주거,N,N,N,N,3.8,2.3,53.0,0.0,0.0,537.36
363,7.0,1.0,468.73,겨울,12.0,수요일,강동구,1.6,판매/업무시설,N,Y,N,N,3.8,2.3,53.0,0.0,0.0,3761.06
364,8.0,3.0,224.64,겨울,14.0,수요일,강남구,2.3,판매/업무시설,N,Y,N,N,5.9,1.9,41.0,0.0,0.0,2252.42
366,15.0,1.0,115.83,겨울,15.0,수요일,송파구,2.4,주거,N,Y,N,N,6.5,2.6,40.0,0.0,0.0,11467.8
367,5.0,0.0,101.68,겨울,16.0,수요일,강남구,1.5,주거,N,N,N,N,5.9,2.7,40.0,0.0,0.0,373.94
368,2.0,1.0,117.56,겨울,17.0,수요일,마포구,1.6,주거,N,N,N,N,4.8,3.1,40.0,0.0,0.0,387.64
370,2.0,1.0,287.93,겨울,21.0,수요일,성북구,1.2,주거,N,N,N,N,0.7,0.8,54.0,0.0,0.0,738.17
371,16.0,0.0,258.0,겨울,21.0,수요일,마포구,2.1,주거,Y,N,N,N,0.7,0.8,54.0,0.0,0.0,3210.0
373,3.0,1.0,132.53,겨울,23.0,수요일,강북구,0.5,생활서비스,N,N,N,N,-0.6,3.0,45.0,0.0,0.0,420.13
375,12.0,4.0,388.51,겨울,3.0,목요일,중구,1.2,판매/업무시설,N,Y,N,N,-2.5,1.7,56.0,0.0,0.0,6512.15
376,3.0,1.0,329.02,겨울,4.0,목요일,은평구,1.5,주거,N,N,N,N,-2.7,1.5,56.0,0.0,0.0,1053.18
377,6.0,1.0,129.18,겨울,8.0,목요일,은평구,0.3,주거,N,Y,N,N,-4.6,1.8,65.0,0.0,0.0,726.24
378,7.0,1.0,0.0,겨울,11.0,목요일,관악구,1.2,판매/업무시설,N,N,N,N,1.1,2.3,47.0,0.0,0.0,836.41
379,5.0,1.0,202.92,겨울,16.0,목요일,동작구,2.1,주거,N,Y,N,N,3.8,2.8,33.0,0.0,0.0,970.34
380,22.0,2.0,780.83,겨울,17.0,목요일,서초구,5.0,주거,N,Y,N,N,3.0,3.3,35.0,0.0,0.0,13067.68
381,2.0,1.0,69.85,겨울,18.0,목요일,마포구,1.8,주거,N,N,N,N,1.5,2.7,42.0,0.0,0.0,162.18
383,3.0,0.0,107.34,겨울,19.0,목요일,관악구,1.0,생활서비스,N,N,N,N,0.5,2.2,50.0,0.0,0.0,363.64
384,3.0,1.0,81.9,겨울,20.0,목요일,관악구,3.0,주거,N,N,N,N,-0.2,3.1,53.0,0.0,0.0,360.05
386,10.0,5.0,30.8,겨울,6.0,금요일,영등포구,0.6,운수자동차시설,N,Y,N,N,-5.2,2.4,65.0,0.0,0.0,145109.25
387,3.0,1.0,875.0,겨울,9.0,금요일,용산구,3.1,판매/업무시설,N,N,N,N,-5.2,2.7,62.0,0.0,0.0,3501.0
390,11.0,2.0,22.44,겨울,11.0,금요일,영등포구,1.6,판매/업무시설,N,Y,N,N,-1.8,3.4,48.0,0.0,0.0,2033.22
391,5.0,0.0,92.16,겨울,13.0,금요일,구로구,1.2,주거,N,N,N,N,0.2,3.9,39.0,0.0,0.0,460.8
392,3.0,2.0,89.01,겨울,13.0,금요일,마포구,1.3,주거,N,N,N,N,0.2,3.9,39.0,0.0,0.0,442.35
393,1.0,0.0,50.0,겨울,14.0,금요일,용산구,3.0,주거,N,N,N,N,1.9,2.9,38.0,0.0,0.0,50.0
394,5.0,0.0,170.5,겨울,14.0,금요일,강서구,0.5,주거,N,Y,N,N,1.9,2.9,38.0,0.0,0.0,704.65
395,3.0,0.0,65.52,겨울,15.0,금요일,광진구,1.3,생활서비스,N,N,N,N,1.7,4.9,35.0,0.0,0.0,187.92
396,6.0,1.0,162.2,겨울,15.0,금요일,관악구,3.9,생활서비스,N,Y,Y,N,1.7,4.9,35.0,0.0,0.0,1222.82
397,2.0,2.0,129.78,겨울,16.0,금요일,강남구,1.8,주거,N,N,N,N,1.5,3.6,34.0,0.0,0.0,567.08
398,6.0,1.0,0.0,겨울,17.0,금요일,성동구,1.5,주거,N,N,N,N,0.9,3.1,43.0,0.0,0.0,0.0
399,6.0,1.0,154.04,겨울,21.0,금요일,용산구,0.9,주거,N,N,N,N,-2.1,2.5,43.0,0.0,0.0,960.08
402,3.0,1.0,104.25,겨울,1.0,토요일,성동구,2.3,주거,N,N,N,N,-5.1,1.4,56.0,0.0,0.0,428.0
406,3.0,1.0,82.26,겨울,9.0,토요일,마포구,1.9,주거,N,N,N,N,-6.1,2.7,58.0,0.0,0.0,329.04
407,5.0,0.0,15.0,겨울,10.0,토요일,노원구,1.7,주거,N,N,N,N,-4.5,2.9,49.0,0.0,0.0,343.54
408,6.0,1.0,166.8,겨울,11.0,토요일,송파구,1.5,판매/업무시설,N,Y,N,N,-3.6,2.9,45.0,0.0,0.0,1087.58
409,3.0,1.0,149.64,겨울,13.0,토요일,송파구,1.6,주거,N,N,N,N,-0.6,2.5,34.0,0.0,0.0,548.56
410,3.0,1.0,161.0,겨울,17.0,토요일,은평구,1.3,주거,N,N,N,N,0.5,2.6,29.0,0.0,0.0,340.63
411,4.0,0.0,678.1,겨울,17.0,토요일,노원구,0.8,산업시설,N,Y,N,N,0.5,2.6,29.0,0.0,0.0,2609.7
412,19.0,2.0,302.42,겨울,18.0,토요일,강남구,2.8,판매/업무시설,N,Y,N,N,-0.9,2.7,32.0,0.0,0.0,4746.31
413,3.0,1.0,104.67,겨울,21.0,토요일,강남구,1.0,주거,N,N,N,N,-2.7,1.2,54.0,0.0,0.0,407.1
414,8.0,0.0,197.57,겨울,22.0,토요일,관악구,2.5,교육시설,N,Y,N,N,-3.4,1.5,43.0,0.0,0.0,1481.26
415,3.0,1.0,129.59,겨울,22.0,토요일,구로구,1.3,생활서비스,N,N,N,N,-3.4,1.5,43.0,0.0,0.0,335.59
417,41.0,4.0,5958.91,겨울,22.0,토요일,금천구,1.0,주거,N,Y,N,N,-3.4,1.5,43.0,0.0,0.0,21908.89
418,2.0,1.0,49.56,겨울,22.0,토요일,성북구,1.8,주거,N,N,N,N,-3.4,1.5,43.0,0.0,0.0,148.68
419,22.0,2.0,813.17,겨울,0.0,일요일,마포구,1.0,주거,N,Y,N,N,-4.6,3.3,51.0,0.0,0.0,14915.15
422,1.0,0.0,65.29,겨울,5.0,일요일,용산구,0.7,주거,N,N,N,N,-7.4,1.1,59.0,0.0,0.0,65.29
424,6.0,0.0,177.57,겨울,10.0,일요일,강서구,3.0,주거,N,Y,N,N,-3.8,1.7,46.0,0.0,0.0,587.75
426,11.0,5.0,30.0,겨울,14.0,일요일,영등포구,2.3,판매/업무시설,N,Y,N,N,1.0,3.7,30.0,0.0,0.0,163055.43
427,19.0,4.0,1818.65,겨울,16.0,일요일,서대문구,2.7,생활서비스,N,Y,Y,N,2.0,4.0,28.0,0.0,0.0,26526.26
428,6.0,0.0,0.0,겨울,17.0,일요일,강동구,2.0,주거,N,N,N,N,2.2,2.5,28.0,0.0,0.0,658.73
429,1.0,0.0,40.0,겨울,17.0,일요일,구로구,1.1,생활서비스,N,N,N,N,2.2,2.5,28.0,0.0,0.0,40.0
430,5.0,0.0,0.0,겨울,18.0,일요일,강동구,1.4,주거,N,N,N,N,0.8,3.1,35.0,0.0,0.0,438.55
431,5.0,0.0,139.91,겨울,19.0,일요일,금천구,1.0,주거,N,N,N,N,0.1,3.0,36.0,0.0,0.0,487.25
433,1.0,0.0,66.0,겨울,21.0,일요일,동대문구,0.3,주거,N,N,N,N,-1.2,3.6,41.0,0.0,0.0,66.0
434,3.0,0.0,61.47,겨울,22.0,일요일,중랑구,0.5,주거,N,N,N,N,-2.1,2.7,44.0,0.0,0.0,135.9
435,5.0,0.0,152.0,겨울,1.0,월요일,송파구,2.0,주거,N,N,N,N,-4.6,2.4,51.0,0.0,0.0,530.0
436,5.0,1.0,146.0,겨울,7.0,월요일,송파구,2.0,주거,N,N,N,N,-6.7,1.0,61.0,0.0,0.0,779.0
437,4.0,1.0,54.0,겨울,9.0,월요일,동대문구,1.5,생활서비스,N,N,N,N,-5.4,1.1,59.0,0.0,0.0,278.0
438,7.0,1.0,297.79,겨울,13.0,월요일,마포구,1.6,주거,N,N,N,N,3.7,2.5,43.0,0.0,0.0,2008.36
439,15.0,1.0,914.94,겨울,14.0,월요일,노원구,3.0,주거,N,Y,N,N,4.5,2.3,41.0,0.0,0.0,14296.54
440,4.0,1.0,71.0,겨울,15.0,월요일,강북구,2.5,생활서비스,N,N,N,N,4.5,3.8,47.0,0.0,0.0,364.0
441,2.0,1.0,51.21,겨울,17.0,월요일,성북구,2.0,판매/업무시설,N,Y,N,N,3.3,2.4,53.0,0.0,0.0,135.34
442,11.0,2.0,110.58,겨울,18.0,월요일,중구,1.1,판매/업무시설,N,Y,N,N,2.3,1.9,57.0,0.0,0.0,1403.67
444,5.0,1.0,123.21,겨울,20.0,월요일,서초구,1.8,주거,N,N,N,N,1.4,1.6,62.0,0.0,0.0,526.5
447,7.0,1.0,264.8,겨울,22.0,월요일,마포구,2.0,주거,N,Y,N,N,0.8,2.8,86.0,0.0,0.7,2366.7
448,13.0,1.0,429.53,겨울,0.0,화요일,도봉구,1.5,주거,N,Y,N,N,0.4,1.8,92.0,1.2,1.8,4088.03
449,5.0,1.0,488.83,겨울,1.0,화요일,성동구,2.2,판매/업무시설,N,Y,N,N,-0.2,2.9,85.0,0.0,1.8,2684.02
450,4.0,1.0,636.67,겨울,4.0,화요일,마포구,2.3,주거,N,N,N,N,-1.7,3.1,87.0,0.0,2.0,3267.94
451,3.0,1.0,0.0,겨울,10.0,화요일,송파구,1.2,주거,N,N,N,N,-1.2,2.7,79.0,0.0,4.8,493.06
452,3.0,3.0,5617.3,겨울,13.0,화요일,금천구,1.0,주거,N,Y,N,N,-0.4,3.6,68.0,0.0,3.0,27149.07
453,20.0,1.0,561.78,겨울,14.0,화요일,양천구,2.6,주거,N,N,N,N,0.2,4.1,64.0,0.0,1.7,11314.77
454,3.0,1.0,88.2,겨울,17.0,화요일,동대문구,0.9,생활서비스,N,N,N,N,0.3,3.0,63.0,0.0,0.7,352.8
455,2.0,1.0,80.92,겨울,18.0,화요일,영등포구,1.1,주거,N,N,N,N,-0.7,2.3,66.0,0.0,0.5,242.76
457,4.0,0.0,705.59,겨울,22.0,화요일,성동구,2.0,산업시설,N,N,N,N,-2.1,2.5,81.0,0.0,0.5,1923.23
458,1.0,0.0,46.28,겨울,0.0,수요일,마포구,1.9,생활서비스,N,N,N,N,-2.7,2.0,83.0,0.0,0.5,46.28
460,2.0,1.0,51.5,겨울,10.0,수요일,용산구,1.0,주거,N,N,N,N,-4.3,3.2,69.0,0.0,0.5,155.58
461,12.0,1.0,0.0,겨울,11.0,수요일,송파구,0.5,주거,N,N,N,N,-3.8,3.8,61.0,0.0,0.5,11425.32
462,19.0,1.0,249.33,겨울,15.0,수요일,마포구,0.7,판매/업무시설,N,N,N,N,-0.8,3.7,37.0,0.0,0.0,3427.52
463,3.0,1.0,260.9,겨울,15.0,수요일,서초구,3.8,판매/업무시설,N,N,N,N,-0.8,3.7,37.0,0.0,0.0,1074.07
464,4.0,1.0,166.31,겨울,17.0,수요일,중랑구,2.0,산업시설,N,N,N,N,-0.8,3.2,38.0,0.0,0.0,831.55
465,3.0,1.0,224.13,겨울,20.0,수요일,강서구,1.2,집합시설,N,N,N,N,-3.3,2.4,53.0,0.0,0.0,860.16
466,15.0,1.0,9501.0,겨울,21.0,수요일,성동구,2.3,주거,N,Y,N,N,-3.7,2.1,56.0,0.0,0.0,18921.62
467,9.0,1.0,254.7,겨울,23.0,수요일,금천구,0.2,주거,N,Y,N,N,-2.8,1.6,60.0,0.0,0.0,1289.94
469,4.0,0.0,289.45,겨울,3.0,목요일,강서구,0.8,생활서비스,N,Y,N,N,-3.7,2.0,66.0,0.0,0.0,1117.39
470,17.0,3.0,1214.83,겨울,5.0,목요일,성동구,1.5,판매/업무시설,N,Y,N,N,-5.5,0.7,65.0,0.0,0.0,17278.37
471,2.0,1.0,66.96,겨울,6.0,목요일,금천구,1.9,주거,N,N,N,N,-5.9,1.2,69.0,0.0,0.0,191.58
472,24.0,4.0,1492.66,겨울,6.0,목요일,마포구,1.2,판매/업무시설,N,Y,N,N,-5.9,1.2,69.0,0.0,0.0,85603.37
473,5.0,0.0,645.0,겨울,9.0,목요일,금천구,2.0,의료/복지시설,N,Y,N,N,-5.6,1.7,70.0,0.0,0.0,2815.0
474,3.0,1.0,107.88,겨울,10.0,목요일,서초구,0.5,판매/업무시설,N,N,N,N,-3.9,3.3,59.0,0.0,0.0,487.68
478,9.0,2.0,0.0,겨울,18.0,목요일,영등포구,1.4,판매/업무시설,N,Y,N,N,-2.0,3.3,38.0,0.0,0.0,4725.17
479,4.0,1.0,66.31,겨울,19.0,목요일,중구,0.5,판매/업무시설,N,N,N,N,-2.8,2.9,41.0,0.0,0.0,331.5
480,23.0,1.0,513.9,겨울,21.0,목요일,도봉구,1.1,주거,N,Y,N,N,-3.5,3.0,46.0,0.0,0.0,8839.26
482,4.0,1.0,7.4,겨울,22.0,목요일,양천구,1.7,생활서비스,N,N,N,N,-4.2,2.2,49.0,0.0,0.0,331.41
483,2.0,1.0,71.7,겨울,0.0,금요일,성동구,3.0,주거,N,N,N,N,-5.0,1.0,54.0,0.0,0.0,137.62
484,2.0,1.0,0.0,겨울,10.0,금요일,종로구,1.3,생활서비스,N,N,N,N,-4.5,3.8,52.0,0.0,0.0,38.0
485,5.0,1.0,131.1,겨울,10.0,금요일,강남구,1.7,교육시설,N,N,N,N,-4.5,3.8,52.0,0.0,0.0,692.08
486,5.0,1.0,85.86,겨울,10.0,금요일,동작구,3.5,생활서비스,N,N,N,N,-4.5,3.8,52.0,0.0,0.0,482.94
488,4.0,1.0,197.21,겨울,11.0,금요일,서초구,2.1,판매/업무시설,N,N,N,N,-3.6,4.7,38.0,0.0,0.0,1058.64
490,4.0,1.0,183.79,겨울,13.0,금요일,강남구,1.2,생활서비스,N,Y,N,N,-1.5,4.2,35.0,0.0,0.0,827.11
491,7.0,1.0,169.16,겨울,14.0,금요일,강남구,1.5,생활서비스,N,N,N,N,-1.0,4.2,37.0,0.0,0.0,1158.0
492,2.0,1.0,0.0,겨울,14.0,금요일,송파구,1.0,주거,N,N,N,N,-1.0,4.2,37.0,0.0,0.0,188.07
493,10.0,4.0,949.0,겨울,15.0,금요일,강동구,1.3,생활서비스,N,Y,N,N,-2.0,3.8,42.0,0.0,0.0,13508.0
495,2.0,1.0,90.3,겨울,17.0,금요일,서초구,2.4,주거,N,N,N,N,-3.0,4.4,47.0,0.0,0.0,270.9
